日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
5月13日,俄罗斯,232243,43512,2116,10899,107,188731
5月14日,俄罗斯,242271,48003,2212,10028,96,194268
5月15日,俄罗斯,252245,53530,2305,9974,93,198715
5月16日,俄罗斯,262843,58226,2418,10598,113,204617
5月17日,俄罗斯,272043,63166,2537,9200,119,208877
5月18日,俄罗斯,281752,67373,2631,9709,94,214379
5月19日,俄罗斯,290678,70209,2722,8926,91,220469
5月20日,俄罗斯,299941,76130,2837,9263,115,223811
5月21日,俄罗斯,308705,85392,2972,8764,135,223313
5月22日,俄罗斯,317554,92681,3099,8849,127,224873
5月23日,俄罗斯,326448,99825,3249,8894,150,226623
5月24日,俄罗斯,335882,107936,3388,9434,139,227946
5月25日,俄罗斯,344481,113299,3541,8599,153,231182
5月26日,俄罗斯,353427,118798,3633,8946,92,234629
5月27日,俄罗斯,362342,131129,3807,8915,174,231213
5月28日,俄罗斯,370680,142208,3968,8338,161,228472
5月29日,俄罗斯,379051,150993,4142,8371,174,228058
5月30日,俄罗斯,387623,159257,4374,8572,232,228366
5月31日,俄罗斯,396575,167469,4555,8952,181,229106
6月1日,俄罗斯,405843,171883,4693,9268,138,233960
6月2日,俄罗斯,414878,175877,4855,9035,162,239001
6月3日,俄罗斯,423741,186985,5037,8863,182,236756
6月4日,俄罗斯,432277,195957,5215,8536,178,236320
6月5日,俄罗斯,441108,204623,5384,8831,169,236485
6月6日,俄罗斯,449834,212680,5528,8726,144,237154
6月7日,俄罗斯,458689,221388,5725,8855,197,237301
6月8日,俄罗斯,467673,226731,5859,8984,134,240942
6月9日,俄罗斯,476658,230688,5971,8985,112,245970
6月10日,俄罗斯,485253,242397,6142,8595,171,242856
6月11日,俄罗斯,493657,252783,6358,8404,216,240874
6月12日,俄罗斯,502436,261150,6532,8779,174,241286
6月13日,俄罗斯,511423,269370,6715,8987,183,242053
6月14日,俄罗斯,520129,274641,6829,8706,114,245488
6月15日,俄罗斯,528964,280050,6948,8835,119,248914
6月16日,俄罗斯,537210,284539,7091,8246,143,252671
6月17日,俄罗斯,545458,294306,7284,8248,193,251152
6月18日,俄罗斯,553301,304342,7478,7843,194,248959
6月19日,俄罗斯,561091,313963,7660,7790,182,247128
6月20日,俄罗斯,569063,324406,7841,7972,181,244657
6月21日,俄罗斯,576952,334592,8002,7889,161,242360
6月22日,俄罗斯,584680,339711,8111,7728,109,244969
6月23日,俄罗斯,0,0,0,0,0,0
6月24日,俄罗斯,0,0,0,0,0,0
6月25日,俄罗斯,0,0,0,0,0,0
6月26日,俄罗斯,0,0,0,0,0,0
2月1日,葡萄牙,,,,,,0
2月2日,葡萄牙,,,,,,0
2月3日,葡萄牙,,,,,,0
2月4日,葡萄牙,,,,,,0
2月5日,葡萄牙,,,,,,0
2月6日,葡萄牙,,,,,,0
2月7日,葡萄牙,,,,,,0
2月8日,葡萄牙,,,,,,0
2月9日,葡萄牙,,,,,,0
2月10日,葡萄牙,,,,,,0
2月11日,葡萄牙,,,,,,0
2月12日,葡萄牙,,,,,,0
2月13日,葡萄牙,,,,,,0
2月14日,葡萄牙,,,,,,0
2月15日,葡萄牙,,,,,,0
2月16日,葡萄牙,,,,,,0
2月17日,葡萄牙,,,,,,0
2月18日,葡萄牙,,,,,,0
2月19日,葡萄牙,,,,,,0
2月20日,葡萄牙,,,,,,0
2月21日,葡萄牙,,,,,,0
2月22日,葡萄牙,,,,,,0
2月23日,葡萄牙,,,,,,0
2月24日,葡萄牙,,,,,,0
2月25日,葡萄牙,,,,,,0
2月26日,葡萄牙,,,,,,0
2月27日,葡萄牙,,,,,,0
2月28日,葡萄牙,,,,,,0
2月29日,葡萄牙,,,,,,0
3月1日,葡萄牙,,,,,,0
3月2日,葡萄牙,,,,,,0
3月3日,葡萄牙,,,,,,0
3月4日,葡萄牙,,,,,,0
3月5日,葡萄牙,,,,,,0
3月6日,葡萄牙,,,,,,0
3月7日,葡萄牙,13,,,4,,13
3月8日,葡萄牙,21,,,8,,21
3月9日,葡萄牙,30,,,9,,30
3月10日,葡萄牙,39,,,9,,39
3月11日,葡萄牙,41,,,2,,41
3月12日,葡萄牙,59,,,18,,59
3月13日,葡萄牙,78,1,,19,,77
3月14日,葡萄牙,112,1,,34,,111
3月15日,葡萄牙,169,2,,57,,167
3月16日,葡萄牙,245,2,,76,,243
3月17日,葡萄牙,331,3,1,86,1,328
3月18日,葡萄牙,448,3,1,117,0,445
3月19日,葡萄牙,642,4,2,194,1,638
3月20日,葡萄牙,786,4,4,144,2,782
3月21日,葡萄牙,1020,5,7,234,3,1015
3月22日,葡萄牙,1280,5,12,260,5,1275
3月23日,葡萄牙,1600,5,14,320,2,1595
3月24日,葡萄牙,2060,14,23,460,9,2046
3月25日,葡萄牙,2362,22,33,302,10,2340
3月26日,葡萄牙,2995,22,43,633,10,2973
3月27日,葡萄牙,3544,43,60,549,17,3501
3月28日,葡萄牙,4268,43,76,724,16,4225
3月29日,葡萄牙,5170,43,100,902,24,5127
3月30日,葡萄牙,5962,43,119,792,19,5919
3月31日,葡萄牙,6408,43,140,446,21,6365
4月1日,葡萄牙,7443,43,160,1035,20,7400
4月2日,葡萄牙,8251,43,187,808,27,8208
4月3日,葡萄牙,9034,68,209,783,22,8966
4月4日,葡萄牙,9886,68,246,852,37,9818
4月5日,葡萄牙,10524,75,266,638,20,10449
4月6日,葡萄牙,11278,75,295,754,29,11203
4月7日,葡萄牙,11730,140,311,452,16,11590
4月8日,葡萄牙,12442,184,345,712,34,12258
4月9日,葡萄牙,13141,196,380,699,35,12945
4月10日,葡萄牙,13956,205,409,815,29,13751
4月11日,葡萄牙,15472,233,435,1516,26,15239
4月12日,葡萄牙,15987,266,470,515,35,15721
4月13日,葡萄牙,16585,277,504,598,34,16308
4月14日,葡萄牙,16934,277,535,349,31,16657
4月15日,葡萄牙,17448,347,567,514,32,17101
4月16日,葡萄牙,18091,383,599,643,32,17708
4月17日,葡萄牙,18841,493,629,750,30,18348
4月18日,葡萄牙,19022,519,657,181,28,18503
4月19日,葡萄牙,19685,610,687,663,30,19075
4月20日,葡萄牙,20206,610,714,521,27,19596
4月21日,葡萄牙,20863,610,735,657,21,20253
4月22日,葡萄牙,21379,917,762,516,27,20462
4月23日,葡萄牙,21982,1143,785,603,23,20839
4月24日,葡萄牙,22353,1201,820,371,35,21152
4月25日,葡萄牙,22797,1228,854,444,34,21569
4月26日,葡萄牙,23294,1277,880,497,26,22017
4月27日,葡萄牙,23688,1329,903,394,23,22359
4月28日,葡萄牙,23824,1357,928,136,25,22467
4月29日,葡萄牙,24070,1389,948,246,20,22681
4月30日,葡萄牙,24223,1470,973,153,25,22753
5月1日,葡萄牙,24674,1519,989,451,16,23155
5月2日,葡萄牙,24987,1647,1007,313,18,23340
5月3日,葡萄牙,25190,1671,1023,203,16,23519
5月4日,葡萄牙,25282,1689,1043,92,20,23593
5月5日,葡萄牙,25524,1712,1063,242,20,23812
5月6日,葡萄牙,25702,1743,1074,178,11,23959
5月7日,葡萄牙,26182,2076,1089,480,15,24106
5月8日,葡萄牙,26715,2258,1105,533,16,24457
5月9日,葡萄牙,27268,2422,1114,553,9,24846
5月10日,葡萄牙,27406,2499,1126,138,12,24907
5月11日,葡萄牙,27581,2549,1135,175,9,25032
5月12日,葡萄牙,27679,2549,1144,98,9,25130
5月13日,葡萄牙,27913,3013,1163,234,19,24900
5月14日,葡萄牙,28132,3182,1175,219,12,24950
5月15日,葡萄牙,28319,3198,1184,187,9,25121
5月16日,葡萄牙,28583,3328,1190,264,6,25255
5月17日,葡萄牙,28810,3822,1203,227,13,24988
5月18日,葡萄牙,29036,4636,1218,226,15,24400
5月19日,葡萄牙,29209,6430,1231,173,13,22779
5月20日,葡萄牙,29432,6431,1247,223,16,23001
5月21日,葡萄牙,29660,6452,1263,228,16,23208
5月22日,葡萄牙,29912,6452,1277,252,14,23460
5月23日,葡萄牙,30200,7590,1289,288,12,22610
5月24日,葡萄牙,30471,7705,1302,271,13,22766
5月25日,葡萄牙,30623,17549,1316,152,14,13074
5月26日,葡萄牙,30788,17822,1330,165,14,12966
5月27日,葡萄牙,31007,18096,1342,219,12,12911
5月28日,葡萄牙,31292,18349,1356,285,14,12943
5月29日,葡萄牙,31596,18637,1369,304,13,12959
5月30日,葡萄牙,31946,18911,1383,350,14,13035
5月31日,葡萄牙,32203,19186,1396,257,13,13017
6月1日,葡萄牙,32500,19409,1410,297,14,13091
6月2日,葡萄牙,32700,19552,1424,200,14,13148
6月3日,葡萄牙,32895,19869,1436,195,12,13026
6月4日,葡萄牙,33261,20079,1447,366,11,13182
6月5日,葡萄牙,33592,20323,1455,331,8,13269
6月6日,葡萄牙,33969,20526,1465,377,10,13443
6月7日,葡萄牙,34351,20807,1474,382,9,13544
6月8日,葡萄牙,34693,20995,1479,342,5,13698
6月9日,葡萄牙,34885,21156,1485,192,6,13729
6月10日,葡萄牙,35306,21339,1492,421,7,13967
6月11日,葡萄牙,35600,21742,1497,294,5,13858
6月12日,葡萄牙,35910,22002,1504,310,7,13908
6月13日,葡萄牙,36180,22200,1505,270,1,13980
6月14日,葡萄牙,36463,22438,1512,283,7,14025
6月15日,葡萄牙,36690,22669,1517,227,5,14021
6月16日,葡萄牙,37036,22852,1520,346,3,14184
6月17日,葡萄牙,37336,23212,1522,300,2,14124
6月18日,葡萄牙,37672,23580,1523,336,1,14092
6月19日,葡萄牙,38089,24010,1524,417,1,14079
6月20日,葡萄牙,38464,24477,1527,375,3,13987
6月21日,葡萄牙,38841,24906,1528,377,1,13935
6月22日,葡萄牙,39133,25376,1530,292,2,13757
6月23日,葡萄牙,0,0,0,0,0,0
6月24日,葡萄牙,0,0,0,0,0,0
6月25日,葡萄牙,0,0,0,0,0,0
6月26日,葡萄牙,0,0,0,0,0,0
2月1日,奥地利,,,,,,0
2月2日,奥地利,,,,,,0
2月3日,奥地利,,,,,,0
2月4日,奥地利,,,,,,0
2月5日,奥地利,,,,,,0
2月6日,奥地利,,,,,,0
2月7日,奥地利,,,,,,0
2月8日,奥地利,,,,,,0
2月9日,奥地利,,,,,,0
2月10日,奥地利,,,,,,0
2月11日,奥地利,,,,,,0
2月12日,奥地利,,,,,,0
2月13日,奥地利,,,,,,0
2月14日,奥地利,,,,,,0
2月15日,奥地利,,,,,,0
2月16日,奥地利,,,,,,0
2月17日,奥地利,,,,,,0
2月18日,奥地利,,,,,,0
2月19日,奥地利,,,,,,0
2月20日,奥地利,,,,,,0
2月21日,奥地利,,,,,,0
2月22日,奥地利,,,,,,0
2月23日,奥地利,,,,,,0
2月24日,奥地利,,,,,,0
2月25日,奥地利,,,,,,0
2月26日,奥地利,,,,,,0
2月27日,奥地利,,,,,,0
2月28日,奥地利,,,,,,0
2月29日,奥地利,,,,,,0
3月1日,奥地利,,,,,,0
3月2日,奥地利,,,,,,0
3月3日,奥地利,,,,,,0
3月4日,奥地利,,,,,,0
3月5日,奥地利,,,,,,0
3月6日,奥地利,,,,,,0
3月7日,奥地利,66,2,0,23,0,64
3月8日,奥地利,81,2,0,15,0,79
3月9日,奥地利,104,2,0,23,0,102
3月10日,奥地利,131,2,0,27,0,129
3月11日,奥地利,182,4,0,51,0,178
3月12日,奥地利,246,4,0,64,0,242
3月13日,奥地利,361,4,1,115,1,357
3月14日,奥地利,504,6,1,143,0,498
3月15日,奥地利,655,6,1,151,0,649
3月16日,奥地利,860,6,1,205,0,854
3月17日,奥地利,1018,8,3,158,2,1010
3月18日,奥地利,1332,8,4,314,1,1324
3月19日,奥地利,1646,9,4,314,0,1637
3月20日,奥地利,2179,9,6,533,2,2170
3月21日,奥地利,2695,9,7,516,1,2686
3月22日,奥地利,2992,9,8,297,1,2983
3月23日,奥地利,3580,9,16,588,8,3571
3月24日,奥地利,4474,9,21,894,5,4465
3月25日,奥地利,5283,9,28,809,7,5274
3月26日,奥地利,5588,9,30,305,2,5579
3月27日,奥地利,6847,112,49,1259,19,6735
3月28日,奥地利,7657,225,58,810,9,7432
3月29日,奥地利,8188,225,68,531,10,7963
3月30日,奥地利,8774,479,86,586,18,8295
3月31日,奥地利,9597,636,108,823,22,8961
4月1日,奥地利,10180,1095,128,583,20,9085
4月2日,奥地利,10711,1436,146,531,18,9275
4月3日,奥地利,11123,1749,158,412,12,9374
4月4日,奥地利,11524,2022,168,401,10,9502
4月5日,奥地利,11781,2507,186,257,18,9274
4月6日,奥地利,12051,2998,204,270,18,9053
4月7日,奥地利,12297,3463,220,246,16,8834
4月8日,奥地利,12639,4046,243,342,23,8593
4月9日,奥地利,12942,4512,273,303,30,8430
4月10日,奥地利,13244,5240,295,302,22,8004
4月11日,奥地利,13555,6064,319,311,24,7491
4月12日,奥地利,13806,6604,337,251,18,7202
4月13日,奥地利,13945,6987,350,139,13,6958
4月14日,奥地利,14041,7343,368,96,18,6698
4月15日,奥地利,14226,7633,384,185,16,6593
4月16日,奥地利,14336,8098,393,110,9,6238
4月17日,奥地利,14476,8986,410,140,17,5490
4月18日,奥地利,14586,9704,431,110,21,4882
4月19日,奥地利,14671,10214,443,85,12,4457
4月20日,奥地利,14749,10501,452,78,9,4248
4月21日,奥地利,14795,10631,470,46,18,4164
4月22日,奥地利,14873,10971,491,78,21,3902
4月23日,奥地利,14925,11328,510,52,19,3597
4月24日,奥地利,15002,11694,522,77,12,3308
4月25日,奥地利,15071,11872,530,69,8,3199
4月26日,奥地利,15148,12103,536,77,6,3045
4月27日,奥地利,15225,12282,542,77,6,2943
4月28日,奥地利,15274,12362,549,49,7,2912
4月29日,奥地利,15357,12580,569,83,20,2777
4月30日,奥地利,15402,12779,580,45,11,2623
5月1日,奥地利,15452,12907,584,50,4,2545
5月2日,奥地利,15531,13110,589,79,5,2421
5月3日,奥地利,15558,13180,596,27,7,2378
5月4日,奥地利,15597,13228,598,39,2,2369
5月5日,奥地利,15621,13316,600,24,2,2305
5月6日,奥地利,15650,13462,606,29,6,2188
5月7日,奥地利,15684,13639,608,34,2,2045
5月8日,奥地利,15752,13698,609,68,1,2054
5月9日,奥地利,15774,13836,614,22,5,1938
5月10日,奥地利,15833,13928,615,59,1,1905
5月11日,奥地利,15871,13991,618,38,3,1880
5月12日,奥地利,15882,14061,620,11,2,1821
5月13日,奥地利,15961,14148,623,79,3,1813
5月14日,奥地利,15997,14304,624,36,1,1693
5月15日,奥地利,16058,14405,626,61,2,1653
5月16日,奥地利,16109,14471,628,51,2,1638
5月17日,奥地利,16201,14524,629,92,1,1677
5月18日,奥地利,16242,14563,629,41,0,1679
5月19日,奥地利,16269,14614,629,27,0,1655
5月20日,奥地利,16321,14678,632,52,3,1643
5月21日,奥地利,16353,14882,633,32,1,1471
5月22日,奥地利,16404,14951,633,51,0,1453
5月23日,奥地利,16436,15005,635,32,2,1431
5月24日,奥地利,16486,15037,639,50,4,1449
5月25日,奥地利,16503,15063,640,17,1,1440
5月26日,奥地利,16539,15138,641,36,1,1401
5月27日,奥地利,16557,15182,643,18,2,1375
5月28日,奥地利,16591,15228,645,34,2,1363
5月29日,奥地利,16628,15286,668,37,23,1342
5月30日,奥地利,16655,15347,668,27,0,1308
5月31日,奥地利,16685,15520,668,30,0,1165
6月1日,奥地利,16731,15593,668,46,0,1138
6月2日,奥地利,16733,15596,668,2,0,1137
6月3日,奥地利,16759,15629,669,26,1,1130
6月4日,奥地利,16771,15672,670,12,1,1099
6月5日,奥地利,16805,15717,670,34,0,1088
6月6日,奥地利,16843,15742,672,38,2,1101
6月7日,奥地利,16898,15789,672,55,0,1109
6月8日,奥地利,16902,15793,672,4,0,1109
6月9日,奥地利,16968,15839,672,66,0,1129
6月10日,奥地利,16979,15875,672,11,0,1104
6月11日,奥地利,17005,15910,673,26,1,1095
6月12日,奥地利,17034,15949,674,29,1,1085
6月13日,奥地利,17064,15985,675,30,1,1079
6月14日,奥地利,17078,16012,677,14,2,1066
6月15日,奥地利,17109,16059,677,31,0,1050
6月16日,奥地利,17135,16066,678,26,1,1069
6月17日,奥地利,17189,16089,681,54,3,1100
6月18日,奥地利,17203,16099,687,14,6,1104
6月19日,奥地利,17223,16101,688,20,1,1122
6月20日,奥地利,17271,16141,688,48,0,1130
6月21日,奥地利,17323,16175,688,52,0,1148
6月22日,奥地利,17341,16197,690,18,2,1144
6月23日,奥地利,0,0,0,0,0,0
6月24日,奥地利,0,0,0,0,0,0
6月25日,奥地利,0,0,0,0,0,0
6月26日,奥地利,0,0,0,0,0,0
2月1日,印度,,,,,,0
2月2日,印度,,,,,,0
2月3日,印度,,,,,,0
2月4日,印度,,,,,,0
2月5日,印度,,,,,,0
2月6日,印度,,,,,,0
2月7日,印度,,,,,,0
2月8日,印度,,,,,,0
2月9日,印度,,,,,,0
2月10日,印度,,,,,,0
2月11日,印度,,,,,,0
2月12日,印度,,,,,,0
2月13日,印度,,,,,,0
2月14日,印度,,,,,,0
2月15日,印度,,,,,,0
2月16日,印度,,,,,,0
2月17日,印度,,,,,,0
2月18日,印度,,,,,,0
2月19日,印度,,,,,,0
2月20日,印度,,,,,,0
2月21日,印度,,,,,,0
2月22日,印度,,,,,,0
2月23日,印度,,,,,,0
2月24日,印度,,,,,,0
2月25日,印度,,,,,,0
2月26日,印度,,,,,,0
2月27日,印度,,,,,,0
2月28日,印度,,,,,,0
2月29日,印度,,,,,,0
3月1日,印度,,,,,,0
3月2日,印度,,,,,,0
3月3日,印度,,,,,,0
3月4日,印度,,,,,,0
3月5日,印度,,,,,,0
3月6日,印度,,,,,,0
3月7日,印度,31,3,,1,,28
3月8日,印度,34,3,,3,,31
3月9日,印度,43,3,,9,,40
3月10日,印度,47,4,,4,,43
3月11日,印度,62,4,,15,,58
3月12日,印度,62,4,,0,,58
3月13日,印度,74,4,1,12,1,70
3月14日,印度,82,10,2,8,1,72
3月15日,印度,97,10,2,15,0,87
3月16日,印度,112,13,2,15,0,99
3月17日,印度,129,13,2,17,0,116
3月18日,印度,143,14,3,14,1,129
3月19日,印度,169,14,3,26,0,155
3月20日,印度,194,20,4,25,1,174
3月21日,印度,275,23,5,81,1,252
3月22日,印度,332,23,5,57,0,309
3月23日,印度,396,24,7,64,2,372
3月24日,印度,499,34,10,103,3,465
3月25日,印度,536,40,10,37,0,496
3月26日,印度,657,43,12,121,2,614
3月27日,印度,722,45,16,65,4,677
3月28日,印度,887,73,20,165,4,814
3月29日,印度,987,84,24,100,4,903
3月30日,印度,1024,95,27,37,3,929
3月31日,印度,1251,102,32,227,5,1149
4月1日,印度,1397,123,35,146,3,1274
4月2日,印度,1998,148,58,601,23,1850
4月3日,印度,2543,191,72,545,14,2352
4月4日,印度,2567,192,72,24,0,2375
4月5日,印度,3082,229,86,515,14,2853
4月6日,印度,3588,229,99,506,13,3359
4月7日,印度,4778,375,136,1190,37,4403
4月8日,印度,5311,421,150,533,14,4890
4月9日,印度,5916,506,178,605,28,5410
4月10日,印度,6725,620,226,809,48,6105
4月11日,印度,7598,774,246,873,20,6824
4月12日,印度,8446,969,288,848,42,7477
4月13日,印度,9205,1080,331,759,43,8125
4月14日,印度,10453,1181,358,1248,27,9272
4月15日,印度,11487,1359,393,1034,35,10128
4月16日,印度,12322,1432,405,835,12,10890
4月17日,印度,13430,1768,448,1108,43,11662
4月18日,印度,14352,2041,486,922,38,12311
4月19日,印度,15722,2463,521,1370,35,13259
4月20日,印度,17615,2854,559,1893,38,14761
4月21日,印度,18539,3273,592,924,33,15266
4月22日,印度,20080,3975,645,1541,53,16105
4月23日,印度,21370,4370,681,1290,36,17000
4月24日,印度,23039,5012,721,1669,40,18027
4月25日,印度,24447,5496,780,1408,59,18951
4月26日,印度,26283,5939,825,1836,45,20344
4月27日,印度,27890,6523,882,1607,57,21367
4月28日,印度,29451,7137,939,1561,57,22314
4月29日,印度,31360,7747,1008,1909,69,23613
4月30日,印度,33062,8437,1079,1702,71,24625
5月1日,印度,34862,9068,1154,1800,75,25794
5月2日,印度,37257,10007,1223,2395,69,27250
5月3日,印度,39699,10819,1323,2442,100,28880
5月4日,印度,42505,11775,1391,2806,68,30730
5月5日,印度,46437,12847,1566,3932,175,33590
5月6日,印度,49400,14142,1693,2963,127,35258
5月7日,印度,52987,15331,1785,3587,92,37656
5月8日,印度,56351,16776,1889,3364,104,39575
5月9日,印度,59693,17887,1985,3342,96,41806
5月10日,印度,62808,19301,2101,3115,116,43507
5月11日,印度,67161,20969,2212,4353,111,46192
5月12日,印度,70768,22549,2294,3607,82,48219
5月13日,印度,74243,24420,2415,3475,121,49823
5月14日,印度,78055,26400,2551,3812,136,51655
5月15日,印度,81997,27969,2649,3942,98,54028
5月16日,印度,85784,30234,2753,3787,104,55550
5月17日,印度,90648,34224,2871,4864,118,56424
5月18日,印度,95698,36795,3025,5050,154,58903
5月19日,印度,100340,39233,3156,4642,131,61107
5月20日,印度,106475,42309,3302,6135,146,64166
5月21日,印度,112028,45422,3434,5553,132,66606
5月22日,印度,118226,48553,3584,6198,150,69673
5月23日,印度,124794,51824,3726,6568,142,72970
5月24日,印度,131423,54385,3868,6629,142,77038
5月25日,印度,138536,57692,4024,7113,156,80844
5月26日,印度,144941,60706,4172,6405,148,84235
5月27日,印度,150793,64277,4349,5852,177,86516
5月28日,印度,158086,67749,4534,7293,185,90337
5月29日,印度,165386,70920,4711,7300,177,94466
5月30日,印度,173491,82627,4980,8105,269,90864
5月31日,印度,181827,86936,5185,8336,205,94891
6月1日,印度,190609,91852,5408,8782,223,98757
6月2日,印度,198370,95754,5608,7761,200,102616
6月3日,印度,207183,100285,5829,8813,221,106898
6月4日,印度,216824,104071,6088,9641,259,112753
6月5日,印度,226713,108450,6363,9889,275,118263
6月6日,印度,236184,113231,6649,9471,286,122953
6月7日,印度,246622,118695,6946,10438,297,127927
6月8日,印度,257506,123848,7207,10884,261,133658
6月9日,印度,265928,129095,7473,8422,266,136833
6月10日,印度,276146,134667,7750,10218,277,141479
6月11日,印度,287155,140979,8107,11009,357,146176
6月12日,印度,298283,146972,8501,11128,394,151311
6月13日,印度,309603,154231,8890,11320,389,155372
6月14日,印度,321626,162326,9205,12023,315,159300
6月15日,印度,333008,169689,9520,11382,315,163319
6月16日,印度,343026,180320,9915,10018,395,162706
6月17日,印度,354161,187552,11921,11135,2006,166609
6月18日,印度,367264,194438,12262,13103,341,172826
6月19日,印度,381091,205182,12604,13827,342,175909
6月20日,印度,395812,214206,12970,14721,366,181606
6月21日,印度,411727,228181,13277,15915,307,183546
6月22日,印度,426910,237252,13703,15183,426,189658
6月23日,印度,0,0,0,0,0,0
6月24日,印度,0,0,0,0,0,0
6月25日,印度,0,0,0,0,0,0
6月26日,印度,0,0,0,0,0,0
2月1日,爱尔兰,,,,,,0
2月2日,爱尔兰,,,,,,0
2月3日,爱尔兰,,,,,,0
2月4日,爱尔兰,,,,,,0
2月5日,爱尔兰,,,,,,0
2月6日,爱尔兰,,,,,,0
2月7日,爱尔兰,,,,,,0
2月8日,爱尔兰,,,,,,0
2月9日,爱尔兰,,,,,,0
2月10日,爱尔兰,,,,,,0
2月11日,爱尔兰,,,,,,0
2月12日,爱尔兰,,,,,,0
2月13日,爱尔兰,,,,,,0
2月14日,爱尔兰,,,,,,0
2月15日,爱尔兰,,,,,,0
2月16日,爱尔兰,,,,,,0
2月17日,爱尔兰,,,,,,0
2月18日,爱尔兰,,,,,,0
2月19日,爱尔兰,,,,,,0
2月20日,爱尔兰,,,,,,0
2月21日,爱尔兰,,,,,,0
2月22日,爱尔兰,,,,,,0
2月23日,爱尔兰,,,,,,0
2月24日,爱尔兰,,,,,,0
2月25日,爱尔兰,,,,,,0
2月26日,爱尔兰,,,,,,0
2月27日,爱尔兰,,,,,,0
2月28日,爱尔兰,,,,,,0
2月29日,爱尔兰,,,,,,0
3月1日,爱尔兰,,,,,,0
3月2日,爱尔兰,,,,,,0
3月3日,爱尔兰,,,,,,0
3月4日,爱尔兰,,,,,,0
3月5日,爱尔兰,,,,,,0
3月6日,爱尔兰,,,,,,0
3月7日,爱尔兰,18,,,5,,18
3月8日,爱尔兰,19,,,1,,19
3月9日,爱尔兰,21,,,2,,21
3月10日,爱尔兰,24,,,3,,24
3月11日,爱尔兰,34,,,10,,34
3月12日,爱尔兰,43,,1,9,1,43
3月13日,爱尔兰,70,,1,27,,70
3月14日,爱尔兰,90,,1,20,0,90
3月15日,爱尔兰,129,,2,39,1,129
3月16日,爱尔兰,170,1,2,41,0,169
3月17日,爱尔兰,170,5,2,0,0,165
3月18日,爱尔兰,292,5,2,122,0,287
3月19日,爱尔兰,366,5,2,74,0,361
3月20日,爱尔兰,557,5,3,191,1,552
3月21日,爱尔兰,683,5,3,126,0,678
3月22日,爱尔兰,785,5,3,102,0,780
3月23日,爱尔兰,906,5,4,121,1,901
3月24日,爱尔兰,1125,5,6,219,2,1120
3月25日,爱尔兰,1329,5,7,204,1,1324
3月26日,爱尔兰,1564,5,9,235,2,1559
3月27日,爱尔兰,1819,5,19,255,10,1814
3月28日,爱尔兰,2121,5,22,302,3,2116
3月29日,爱尔兰,2415,5,36,294,14,2410
3月30日,爱尔兰,2615,5,46,200,10,2610
3月31日,爱尔兰,2910,5,54,295,8,2905
4月1日,爱尔兰,3235,5,71,325,17,3230
4月2日,爱尔兰,3447,5,85,212,14,3442
4月3日,爱尔兰,3849,5,98,402,13,3844
4月4日,爱尔兰,4273,5,120,424,22,4268
4月5日,爱尔兰,4604,25,137,331,17,4579
4月6日,爱尔兰,4994,25,158,390,21,4969
4月7日,爱尔兰,5364,25,174,370,16,5339
4月8日,爱尔兰,5709,25,210,345,36,5684
4月9日,爱尔兰,6074,25,235,365,25,6049
4月10日,爱尔兰,6574,25,263,500,28,6549
4月11日,爱尔兰,8089,25,287,1515,24,8064
4月12日,爱尔兰,8928,25,320,839,33,8903
4月13日,爱尔兰,9655,25,334,727,14,9630
4月14日,爱尔兰,10647,25,365,992,31,10622
4月15日,爱尔兰,11479,25,406,832,41,11454
4月16日,爱尔兰,12547,77,444,1068,38,12470
4月17日,爱尔兰,13271,77,486,724,42,13194
4月18日,爱尔兰,13980,77,530,709,44,13903
4月19日,爱尔兰,14758,77,571,778,41,14681
4月20日,爱尔兰,15251,77,610,493,39,15174
4月21日,爱尔兰,15652,77,687,401,77,15575
4月22日,爱尔兰,16040,9233,730,388,43,6807
4月23日,爱尔兰,16671,9233,769,631,39,7438
4月24日,爱尔兰,17607,9233,794,936,25,8374
4月25日,爱尔兰,18184,9233,1014,577,220,8951
4月26日,爱尔兰,18561,9233,1063,377,49,9328
4月27日,爱尔兰,19262,9233,1087,701,24,10029
4月28日,爱尔兰,19648,9233,1102,386,15,10415
4月29日,爱尔兰,19877,9233,1159,229,57,10644
4月30日,爱尔兰,20253,13386,1190,376,31,6867
5月1日,爱尔兰,20612,13386,1232,359,42,7226
5月2日,爱尔兰,20833,13386,1265,221,33,7447
5月3日,爱尔兰,21176,13386,1286,343,21,7790
5月4日,爱尔兰,21506,13386,1303,330,17,8120
5月5日,爱尔兰,21772,13386,1319,266,16,8386
5月6日,爱尔兰,21983,13386,1339,211,20,8597
5月7日,爱尔兰,22248,17110,1375,265,36,5138
5月8日,爱尔兰,22385,17110,1403,137,28,5275
5月9日,爱尔兰,22541,17110,1429,156,26,5431
5月10日,爱尔兰,22760,17110,1446,219,17,5650
5月11日,爱尔兰,22996,17110,1458,236,12,5886
5月12日,爱尔兰,23135,17110,1467,139,9,6025
5月13日,爱尔兰,23242,17110,1488,107,21,6132
5月14日,爱尔兰,23401,19470,1497,159,9,3931
5月15日,爱尔兰,23827,19470,1506,426,9,4357
5月16日,爱尔兰,23956,19470,1518,129,12,4486
5月17日,爱尔兰,24048,19470,1533,92,15,4578
5月18日,爱尔兰,24112,19470,1543,64,10,4642
